Year,Month,Region,Model,Production_Units,Avg_Price_USD,Battery_Capacity_kWh,Range_km,CO2_Saved_tons,Estimated_Deliveries
2023,4,Europe,Model 3,7004,37708.38,69.6,463.8,598.16,6933
2023,4,Europe,Model S,981,77706.81,94.9,550.7,97.01,938
2023,4,Europe,Model X,1082,87135.79,99.0,505.6,105.12,1153
2023,4,Europe,Model Y,14028,44496.81,78.1,438.0,980.86,12960
2023,4,North America,Model 3,10786,37708.38,69.6,463.8,799.29,10039
2023,4,North America,Model S,1473,77706.81,94.9,550.7,131.51,1319
2023,4,North America,Model X,1449,87135.79,99.0,505.6,123.18,1412
2023,4,North America,Model Y,20709,44496.81,78.1,438.0,1440.27,19016
2023,4,Rest of World,Model 3,1555,37708.38,69.6,463.8,122.51,1479
2023,4,Rest of World,Model S,200,77706.81,94.9,550.7,19.38,196
2023,4,Rest of World,Model X,201,87135.79,99.0,505.6,15.82,181
2023,4,Rest of World,Model Y,2966,44496.81,78.1,438.0,244.17,3057
2023,5,Asia-Pacific,Model 3,11063,37233.89,69.7,461.8,947.21,11425
2023,5,Asia-Pacific,Model S,1360,80424.95,94.7,555.1,136.22,1385
2023,5,Asia-Pacific,Model X,1435,85444.63,99.8,506.5,136.37,1457
2023,5,Asia-Pacific,Model Y,18643,45673.67,78.8,432.7,1458.68,19642
2023,5,Europe,Model 3,11921,37233.89,69.7,461.8,883.36,10974
2023,5,Europe,Model S,1522,80424.95,94.7,555.1,151.28,1507
2023,5,Europe,Model X,1571,85444.63,99.8,506.5,135.93,1549
2023,5,Europe,Model Y,20712,45673.67,78.8,432.7,1558.26,19876
2023,5,North America,Model 3,15569,37233.89,69.7,461.8,1376.71,15912
2023,5,North America,Model S,2328,80424.95,94.7,555.1,186.29,1951
2023,5,North America,Model X,2216,85444.63,99.8,506.5,216.94,2484
2023,5,North America,Model Y,29617,45673.67,78.8,432.7,2189.7,29192
2023,5,Rest of World,Model 3,2345,37233.89,69.7,461.8,183.45,2246
2023,5,Rest of World,Model S,345,80424.95,94.7,555.1,33.57,350
2023,5,Rest of World,Model X,322,85444.63,99.8,506.5,30.43,321
2023,5,Rest of World,Model Y,4619,45673.67,78.8,432.7,339.38,4545
2023,6,Asia-Pacific,Cybertruck,2770,66228.45,121.1,471.4,212.52,2547
2023,6,Asia-Pacific,Model 3,15703,36516.32,69.5,468.2,1224.83,15286
2023,6,Asia-Pacific,Model S,2267,79382.3,94.8,569.3,233.13,2379
2023,6,Asia-Pacific,Model X,2062,90549.96,100.4,500.1,181.81,2031
2023,6,Asia-Pacific,Model Y,29675,45398.27,77.9,447.3,2307.15,28894
2023,6,Europe,Cybertruck,2715,66228.45,121.1,471.4,203.96,2453
2023,6,Europe,Model 3,16178,36516.32,69.5,468.2,1395.7,16292
2023,6,Europe,Model S,2223,79382.3,94.8,569.3,254.65,2421
2023,6,Europe,Model X,2168,90549.96,100.4,500.1,190.28,2175
2023,6,Europe,Model Y,34449,45398.27,77.9,447.3,2856.58,35567
2023,6,North America,Cybertruck,4087,66228.45,121.1,471.4,343.72,4131
2023,6,North America,Model 3,23906,36516.32,69.5,468.2,2056.51,23498
2023,6,North America,Model S,3435,79382.3,94.8,569.3,334.66,3341
2023,6,North America,Model X,3512,90549.96,100.4,500.1,350.13,3751
2023,6,North America,Model Y,46517,45398.27,77.9,447.3,3957.55,47731
2023,6,Rest of World,Cybertruck,655,66228.45,121.1,471.4,58.03,652
2023,6,Rest of World,Model 3,3784,36516.32,69.5,468.2,334.42,4160
2023,6,Rest of World,Model S,481,79382.3,94.8,569.3,46.92,467
2023,6,Rest of World,Model X,508,90549.96,100.4,500.1,46.81,544
2023,6,Rest of World,Model Y,7397,45398.27,77.9,447.3,612.86,7371
2023,7,Asia-Pacific,Cybertruck,1176,65040.22,120.5,479.0,116.27,1287
2023,7,Asia-Pacific,Model 3,7335,37984.66,69.9,468.9,656.57,7410
2023,7,Asia-Pacific,Model S,920,81058.7,95.4,559.1,90.75,947
2023,7,Asia-Pacific,Model X,975,87621.7,100.6,487.8,76.35,837
2023,7,Asia-Pacific,Model Y,13033,45594.06,77.6,439.1,942.11,11561
2023,7,Europe,Cybertruck,1291,65040.22,120.5,479.0,119.07,1394
2023,7,Europe,Model 3,7562,37984.66,69.9,468.9,560.22,6788
2023,7,Europe,Model S,1000,81058.7,95.4,559.1,90.74,931
2023,7,Europe,Model X,1137,87621.7,100.6,487.8,103.99,1187
2023,7,Europe,Model Y,14759,45594.06,77.6,439.1,1238.44,15053
2023,7,North America,Cybertruck,1981,65040.22,120.5,479.0,180.73,1997
2023,7,North America,Model 3,11052,37984.66,69.9,468.9,879.69,9966
2023,7,North America,Model S,1646,81058.7,95.4,559.1,154.55,1608
2023,7,North America,Model X,1408,87621.7,100.6,487.8,117.33,1302
2023,7,North America,Model Y,21131,45594.06,77.6,439.1,1581.03,20866
2023,7,Rest of World,Cybertruck,303,65040.22,120.5,479.0,28.1,335
2023,7,Rest of World,Model 3,1596,37984.66,69.9,468.9,122.3,1501
2023,7,Rest of World,Model S,239,81058.7,95.4,559.1,23.7,233
2023,7,Rest of World,Model X,244,87621.7,100.6,487.8,23.16,253
2023,7,Rest of World,Model Y,3500,45594.06,77.6,439.1,258.52,3438
2023,8,Asia-Pacific,Cybertruck,1960,66717.88,120.3,484.1,149.02,1775
2023,8,Asia-Pacific,Model 3,11981,37776.03,70.3,470.3,1080.52,12196
2023,8,Asia-Pacific,Model S,1450,79408.08,95.0,564.4,154.67,1525
2023,8,Asia-Pacific,Model X,1474,87166.13,99.5,503.4,136.17,1450
2023,8,Asia-Pacific,Model Y,20140,45831.64,77.6,442.2,1476.33,18407
2023,8,Europe,Cybertruck,2078,66717.88,120.3,484.1,173.99,2056
2023,8,Europe,Model 3,12712,37776.03,70.3,470.3,980.93,11893
2023,8,Europe,Model S,1516,79408.08,95.0,564.4,159.46,1588
2023,8,Europe,Model X,1639,87166.13,99.5,503.4,145.96,1609
2023,8,Europe,Model Y,22780,45831.64,77.6,442.2,1636.38,20934
2023,8,North America,Cybertruck,2671,66717.88,120.3,484.1,224.89,2556
2023,8,North America,Model 3,16801,37776.03,70.3,470.3,1372.55,16388
2023,8,North America,Model S,2466,79408.08,95.0,564.4,231.97,2223
2023,8,North America,Model X,2186,87166.13,99.5,503.4,168.46,1955
2023,8,North America,Model Y,33822,45831.64,77.6,442.2,2381.73,30485
2023,8,Rest of World,Cybertruck,460,66717.88,120.3,484.1,37.21,446
2023,8,Rest of World,Model 3,2550,37776.03,70.3,470.3,204.67,2462
2023,8,Rest of World,Model S,359,79408.08,95.0,564.4,35.42,346
2023,8,Rest of World,Model X,323,87166.13,99.5,503.4,29.56,324
2023,8,Rest of World,Model Y,5266,45831.64,77.6,442.2,356.83,4602
2023,9,Asia-Pacific,Cybertruck,2443,64156.13,119.0,482.7,225.04,2583
2023,9,Asia-Pacific,Model 3,15710,37319.96,70.6,470.8,1332.94,15701
2023,9,Asia-Pacific,Model S,2230,79771.36,94.3,561.0,246.61,2371
2023,9,Asia-Pacific,Model X,2007,89466.4,100.7,504.4,174.28,1960
2023,9,Asia-Pacific,Model Y,30786,45771.35,77.6,435.8,2475.29,31108
2023,9,Europe,Cybertruck,2625,64156.13,119.0,482.7,229.13,2746
2023,9,Europe,Model 3,16129,37319.96,70.6,470.8,1292.05,14677
2023,9,Europe,Model S,2199,79771.36,94.3,561.0,209.95,2102
2023,9,Europe,Model X,2074,89466.4,100.7,504.4,180.07,1932
2023,9,Europe,Model Y,33662,45771.35,77.6,435.8,2697.01,33355
2023,9,North America,Cybertruck,3943,64156.13,119.0,482.7,361.58,4143
2023,9,North America,Model 3,22589,37319.96,70.6,470.8,2071.52,24281
2023,9,North America,Model S,3080,79771.36,94.3,561.0,285.04,2906
2023,9,North America,Model X,3116,89466.4,100.7,504.4,276.0,3098
2023,9,North America,Model Y,45155,45771.35,77.6,435.8,3384.12,41372
2023,9,Rest of World,Cybertruck,594,64156.13,119.0,482.7,55.36,617
2023,9,Rest of World,Model 3,3328,37319.96,70.6,470.8,273.03,3328
2023,9,Rest of World,Model S,458,79771.36,94.3,561.0,45.87,454
2023,9,Rest of World,Model X,474,89466.4,100.7,504.4,45.03,510
2023,9,Rest of World,Model Y,7177,45771.35,77.6,435.8,621.79,7904
2023,10,Asia-Pacific,Cybertruck,1242,65798.19,119.0,479.2,93.84,1133
2023,10,Asia-Pacific,Model 3,7734,37873.25,69.4,467.6,632.28,7657
2023,10,Asia-Pacific,Model S,1055,79799.01,94.3,550.5,101.06,1061
2023,10,Asia-Pacific,Model X,1092,88734.49,101.0,494.1,97.88,1143
2023,10,Asia-Pacific,Model Y,13883,47057.48,78.0,436.4,1061.56,13382
2023,10,Europe,Cybertruck,1471,65798.19,119.0,479.2,133.64,1493
2023,10,Europe,Model 3,7775,37873.25,69.4,467.6,665.02,7960
2023,10,Europe,Model S,1096,79799.01,94.3,550.5,108.86,1052
2023,10,Europe,Model X,1151,88734.49,101.0,494.1,101.76,1119
2023,10,Europe,Model Y,15314,47057.48,78.0,436.4,1232.01,15977
2023,10,North America,Cybertruck,2047,65798.19,119.0,479.2,166.8,1949
2023,10,North America,Model 3,11694,37873.25,69.4,467.6,987.05,11776
2023,10,North America,Model S,1479,79799.01,94.3,550.5,135.78,1404
2023,10,North America,Model X,1534,88734.49,101.0,494.1,129.43,1528
2023,10,North America,Model Y,22194,47057.48,78.0,436.4,1845.62,22998
2023,10,Rest of World,Cybertruck,319,65798.19,119.0,479.2,28.13,316
2023,10,Rest of World,Model 3,1801,37873.25,69.4,467.6,146.53,1820
2023,10,Rest of World,Model S,248,79799.01,94.3,550.5,24.51,253
2023,10,Rest of World,Model X,245,88734.49,101.0,494.1,23.87,256
2023,10,Rest of World,Model Y,3610,47057.48,78.0,436.4,290.36,3557
2023,11,Asia-Pacific,Cybertruck,1988,66577.87,119.2,474.9,147.56,1763
2023,11,Asia-Pacific,Model 3,10282,37244.62,69.4,462.8,903.13,10580
2023,11,Asia-Pacific,Model S,1496,78451.06,94.2,561.0,149.33,1430
2023,11,Asia-Pacific,Model X,1517,87085.18,100.2,494.3,140.49,1627
2023,11,Asia-Pacific,Model Y,20059,47017.41,78.1,430.7,1350.19,18058
2023,11,Europe,Cybertruck,2068,66577.87,119.2,474.9,167.14,1974
2023,11,Europe,Model 3,12145,37244.62,69.4,462.8,1061.61,12332
2023,11,Europe,Model S,1510,78451.06,94.2,561.0,139.27,1443
2023,11,Europe,Model X,1649,87085.18,100.2,494.3,156.17,1714
2023,11,Europe,Model Y,21473,47017.41,78.1,430.7,1696.18,21007
2023,11,North America,Cybertruck,2921,66577.87,119.2,474.9,247.01,2863
2023,11,North America,Model 3,17880,37244.62,69.4,462.8,1502.48,17896
2023,11,North America,Model S,2364,78451.06,94.2,561.0,250.07,2456
2023,11,North America,Model X,2188,87085.18,100.2,494.3,176.21,2079
2023,11,North America,Model Y,30626,47017.41,78.1,430.7,2210.35,27918
2023,11,Rest of World,Cybertruck,412,66577.87,119.2,474.9,35.18,422
2023,11,Rest of World,Model 3,2698,37244.62,69.4,462.8,226.04,2765
2023,11,Rest of World,Model S,314,78451.06,94.2,561.0,32.2,309
2023,11,Rest of World,Model X,333,87085.18,100.2,494.3,31.65,340
2023,11,Rest of World,Model Y,5054,47017.41,78.1,430.7,387.1,5176
2023,12,Asia-Pacific,Cybertruck,2641,64086.97,119.4,487.9,232.36,2565
2023,12,Asia-Pacific,Model 3,14556,37346.51,70.7,477.7,1214.04,13529
2023,12,Asia-Pacific,Model S,1900,81173.46,95.8,554.8,176.42,1832
2023,12,Asia-Pacific,Model X,1818,86106.51,100.3,489.9,175.85,1930
2023,12,Asia-Pacific,Model Y,28537,46411.89,77.3,434.6,2296.36,28917
2023,12,Europe,Cybertruck,2643,64086.97,119.4,487.9,214.76,2538
2023,12,Europe,Model 3,16894,37346.51,70.7,477.7,1432.51,16445
2023,12,Europe,Model S,2098,81173.46,95.8,554.8,221.94,2184
2023,12,Europe,Model X,2176,86106.51,100.3,489.9,178.44,2072
2023,12,Europe,Model Y,31178,46411.89,77.3,434.6,2473.79,32025
2023,12,North America,Cybertruck,3968,64086.97,119.4,487.9,388.83,4251
2023,12,North America,Model 3,23324,37346.51,70.7,477.7,2126.53,24056
2023,12,North America,Model S,2828,81173.46,95.8,554.8,304.81,2916
2023,12,North America,Model X,2873,86106.51,100.3,489.9,278.11,3099
2023,12,North America,Model Y,41433,46411.89,77.3,434.6,3258.62,42696
2023,12,Rest of World,Cybertruck,555,64086.97,119.4,487.9,46.93,543
2023,12,Rest of World,Model 3,3637,37346.51,70.7,477.7,313.74,3517
2023,12,Rest of World,Model S,424,81173.46,95.8,554.8,41.84,407
2023,12,Rest of World,Model X,489,86106.51,100.3,489.9,43.59,485
2023,12,Rest of World,Model Y,6357,46411.89,77.3,434.6,477.05,6348
2024,1,Asia-Pacific,Cybertruck,1295,64957.41,120.8,489.7,124.52,1395
2024,1,Asia-Pacific,Model 3,7717,36171.23,69.3,467.4,704.57,8006
2024,1,Asia-Pacific,Model S,1147,78801.6,95.9,559.9,113.47,1132
2024,1,Asia-Pacific,Model X,1104,88724.96,99.7,495.3,106.78,1153
2024,1,Asia-Pacific,Model Y,15357,44782.23,77.3,436.4,1203.29,14969
2024,1,Europe,Cybertruck,1550,64957.41,120.8,489.7,129.68,1473
2024,1,Europe,Model 3,8379,36171.23,69.3,467.4,660.45,7845
2024,1,Europe,Model S,1091,78801.6,95.9,559.9,111.74,1109
2024,1,Europe,Model X,1167,88724.96,99.7,495.3,103.46,1127
2024,1,Europe,Model Y,16739,44782.23,77.3,436.4,1315.69,16390
2024,1,North America,Cybertruck,2063,64957.41,120.8,489.7,185.1,2152
2024,1,North America,Model 3,13300,36171.23,69.3,467.4,1139.17,13906
2024,1,North America,Model S,1759,78801.6,95.9,559.9,170.85,1733
2024,1,North America,Model X,1683,88724.96,99.7,495.3,158.63,1695
2024,1,North America,Model Y,24175,44782.23,77.3,436.4,1950.88,24944
2024,1,Rest of World,Cybertruck,307,64957.41,120.8,489.7,26.49,301
2024,1,Rest of World,Model 3,1988,36171.23,69.3,467.4,165.95,1922
2024,1,Rest of World,Model S,259,78801.6,95.9,559.9,24.25,244
2024,1,Rest of World,Model X,247,88724.96,99.7,495.3,23.17,262
2024,1,Rest of World,Model Y,3424,44782.23,77.3,436.4,260.68,3417
2024,2,Asia-Pacific,Cybertruck,1948,64600.57,120.7,480.6,168.39,1965
2024,2,Asia-Pacific,Model 3,11440,38034.6,69.7,478.3,965.21,11704
2024,2,Asia-Pacific,Model S,1424,79512.93,95.6,577.0,149.58,1378
2024,2,Asia-Pacific,Model X,1462,88226.73,99.8,496.5,128.28,1447
2024,2,Asia-Pacific,Model Y,19524,47099.89,78.4,443.2,1357.09,17892
2024,2,Europe,Cybertruck,1956,64600.57,120.7,480.6,166.21,1871
2024,2,Europe,Model 3,12405,38034.6,69.7,478.3,1017.69,11502
2024,2,Europe,Model S,1520,79512.93,95.6,577.0,166.81,1612
2024,2,Europe,Model X,1527,88226.73,99.8,496.5,143.13,1657
2024,2,Europe,Model Y,22453,47099.89,78.4,443.2,1644.02,21169
2024,2,North America,Cybertruck,2907,64600.57,120.7,480.6,243.26,2867
2024,2,North America,Model 3,17360,38034.6,69.7,478.3,1462.46,17430
2024,2,North America,Model S,2266,79512.93,95.6,577.0,237.95,2293
2024,2,North America,Model X,2137,88226.73,99.8,496.5,183.44,1997
2024,2,North America,Model Y,33500,47099.89,78.4,443.2,2473.76,31700
2024,2,Rest of World,Cybertruck,447,64600.57,120.7,480.6,37.57,435
2024,2,Rest of World,Model 3,2499,38034.6,69.7,478.3,208.14,2480
2024,2,Rest of World,Model S,344,79512.93,95.6,577.0,36.62,348
2024,2,Rest of World,Model X,343,88226.73,99.8,496.5,29.38,343
2024,2,Rest of World,Model Y,5021,47099.89,78.4,443.2,379.51,4607
2024,3,Asia-Pacific,Cybertruck,2812,66024.31,121.0,493.3,267.96,3047
2024,3,Asia-Pacific,Model 3,15776,36412.69,70.4,480.9,1371.63,15300
2024,3,Asia-Pacific,Model S,2288,77778.73,95.7,574.4,239.79,2405
2024,3,Asia-Pacific,Model X,2020,85430.12,99.9,504.8,205.03,2231
2024,3,Asia-Pacific,Model Y,32154,46364.02,78.2,438.1,2356.62,31042
2024,3,Europe,Cybertruck,2821,66024.31,121.0,493.3,252.21,2843
2024,3,Europe,Model 3,17913,36412.69,70.4,480.9,1514.89,18249
2024,3,Europe,Model S,2167,77778.73,95.7,574.4,242.07,2460
2024,3,Europe,Model X,2297,85430.12,99.9,504.8,210.08,2278
2024,3,Europe,Model Y,33437,46364.02,78.2,438.1,2700.81,35577
2024,3,North America,Cybertruck,4108,66024.31,121.0,493.3,360.92,4050
2024,3,North America,Model 3,26478,36412.69,70.4,480.9,2368.2,27481
2024,3,North America,Model S,3168,77778.73,95.7,574.4,330.19,3344
2024,3,North America,Model X,3279,85430.12,99.9,504.8,303.0,3274
2024,3,North America,Model Y,45651,46364.02,78.2,438.1,3508.28,45706
2024,3,Rest of World,Cybertruck,598,66024.31,121.0,493.3,62.16,680
2024,3,Rest of World,Model 3,3452,36412.69,70.4,480.9,291.57,3498
2024,3,Rest of World,Model S,454,77778.73,95.7,574.4,51.02,478
2024,3,Rest of World,Model X,465,85430.12,99.9,504.8,42.52,462
2024,3,Rest of World,Model Y,6928,46364.02,78.2,438.1,548.5,7241
2024,4,Asia-Pacific,Cybertruck,1298,65508.85,120.1,492.2,109.64,1236
2024,4,Asia-Pacific,Model 3,7554,35967.13,69.6,481.9,595.74,7084
2024,4,Asia-Pacific,Model S,983,79135.77,94.3,563.7,100.67,987
2024,4,Asia-Pacific,Model X,1048,90457.93,99.5,501.5,90.12,992
2024,4,Asia-Pacific,Model Y,14046,45420.26,78.1,452.7,1102.2,13801
2024,4,Europe,Cybertruck,1498,65508.85,120.1,492.2,128.65,1457
2024,4,Europe,Model 3,9133,35967.13,69.6,481.9,713.96,8551
2024,4,Europe,Model S,1136,79135.77,94.3,563.7,112.25,1128
2024,4,Europe,Model X,1182,90457.93,99.5,501.5,98.24,1143
2024,4,Europe,Model Y,15682,45420.26,78.1,452.7,1357.32,16374
2024,4,North America,Cybertruck,1904,65508.85,120.1,492.2,173.43,1931
2024,4,North America,Model 3,12985,35967.13,69.6,481.9,1156.8,13583
2024,4,North America,Model S,1565,79135.77,94.3,563.7,149.62,1525
2024,4,North America,Model X,1566,90457.93,99.5,501.5,145.36,1659
2024,4,North America,Model Y,22420,45420.26,78.1,452.7,1974.56,23100
2024,4,Rest of World,Cybertruck,306,65508.85,120.1,492.2,27.54,307
2024,4,Rest of World,Model 3,1968,35967.13,69.6,481.9,175.1,1927
2024,4,Rest of World,Model S,239,79135.77,94.3,563.7,21.3,211
2024,4,Rest of World,Model X,233,90457.93,99.5,501.5,22.38,242
2024,4,Rest of World,Model Y,3297,45420.26,78.1,452.7,277.25,3477
2024,5,Asia-Pacific,Cybertruck,1733,67200.56,119.7,480.4,153.37,1751
2024,5,Asia-Pacific,Model 3,11602,38002.53,70.4,466.1,955.04,10907
2024,5,Asia-Pacific,Model S,1398,79391.11,94.2,557.3,137.55,1399
2024,5,Asia-Pacific,Model X,1402,87511.11,99.1,513.8,131.75,1469
2024,5,Asia-Pacific,Model Y,19575,44961.87,78.3,437.6,1416.5,17990
2024,5,Europe,Cybertruck,2087,67200.56,119.7,480.4,166.47,1951
2024,5,Europe,Model 3,11257,38002.53,70.4,466.1,959.98,11282
2024,5,Europe,Model S,1656,79391.11,94.2,557.3,162.47,1567
2024,5,Europe,Model X,1626,87511.11,99.1,513.8,171.59,1844
2024,5,Europe,Model Y,23258,44961.87,78.3,437.6,1703.2,21837
2024,5,North America,Cybertruck,2788,67200.56,119.7,480.4,215.01,2576
2024,5,North America,Model 3,17864,38002.53,70.4,466.1,1470.63,17893
2024,5,North America,Model S,2163,79391.11,94.2,557.3,209.03,2186
2024,5,North America,Model X,2147,87511.11,99.1,513.8,179.17,2028
2024,5,North America,Model Y,31939,44961.87,78.3,437.6,2486.85,30300
2024,5,Rest of World,Cybertruck,401,67200.56,119.7,480.4,37.82,420
2024,5,Rest of World,Model 3,2640,38002.53,70.4,466.1,219.16,2526
2024,5,Rest of World,Model S,328,79391.11,94.2,557.3,29.96,299
2024,5,Rest of World,Model X,332,87511.11,99.1,513.8,26.95,303
2024,5,Rest of World,Model Y,4574,44961.87,78.3,437.6,331.43,4096
2024,6,Asia-Pacific,Cybertruck,2440,65452.6,120.4,487.7,184.39,2167
2024,6,Asia-Pacific,Model 3,15118,35996.73,70.1,476.1,1339.61,15739
2024,6,Asia-Pacific,Model S,2024,79457.08,94.8,560.1,215.63,2077
2024,6,Asia-Pacific,Model X,1842,86278.6,99.0,500.7,164.96,1867
2024,6,Asia-Pacific,Model Y,27709,45456.43,77.7,453.2,2188.06,27156
2024,6,Europe,Cybertruck,2686,65452.6,120.4,487.7,234.75,2643
2024,6,Europe,Model 3,16566,35996.73,70.1,476.1,1377.89,15668
2024,6,Europe,Model S,2240,79457.08,94.8,560.1,240.1,2371
2024,6,Europe,Model X,2003,86278.6,99.0,500.7,194.25,2082
2024,6,Europe,Model Y,29009,45456.43,77.7,453.2,2501.05,30833
2024,6,North America,Cybertruck,3610,65452.6,120.4,487.7,329.95,3730
2024,6,North America,Model 3,23039,35996.73,70.1,476.1,1888.78,22734
2024,6,North America,Model S,3163,79457.08,94.8,560.1,362.06,3455
2024,6,North America,Model X,2951,86278.6,99.0,500.7,308.92,3316
2024,6,North America,Model Y,45247,45456.43,77.7,453.2,3687.48,44206
2024,6,Rest of World,Cybertruck,603,65452.6,120.4,487.7,54.86,627
2024,6,Rest of World,Model 3,3625,35996.73,70.1,476.1,281.21,3403
2024,6,Rest of World,Model S,466,79457.08,94.8,560.1,49.83,496
2024,6,Rest of World,Model X,460,86278.6,99.0,500.7,43.42,462
2024,6,Rest of World,Model Y,6274,45456.43,77.7,453.2,568.03,6754
2024,7,Asia-Pacific,Cybertruck,1390,67413.52,120.9,490.8,130.42,1414
2024,7,Asia-Pacific,Model 3,7936,37142.16,69.5,472.4,624.79,7702
2024,7,Asia-Pacific,Model S,1137,79241.37,95.5,561.7,111.37,1067
2024,7,Asia-Pacific,Model X,1141,88508.25,99.0,508.2,108.06,1235
2024,7,Asia-Pacific,Model Y,15595,44463.64,77.9,440.7,1135.39,13964
2024,7,Europe,Cybertruck,1389,67413.52,120.9,490.8,116.1,1339
2024,7,Europe,Model 3,9198,37142.16,69.5,472.4,818.84,9248
2024,7,Europe,Model S,1188,79241.37,95.5,561.7,113.44,1106
2024,7,Europe,Model X,1208,88508.25,99.0,508.2,101.0,1057
2024,7,Europe,Model Y,17691,44463.64,77.9,440.7,1352.22,17779
2024,7,North America,Cybertruck,2033,67413.52,120.9,490.8,182.36,1990
2024,7,North America,Model 3,12812,37142.16,69.5,472.4,1012.94,11531
2024,7,North America,Model S,1617,79241.37,95.5,561.7,169.38,1729
2024,7,North America,Model X,1712,88508.25,99.0,508.2,143.96,1650
2024,7,North America,Model Y,24828,44463.64,77.9,440.7,2030.43,25451
2024,7,Rest of World,Cybertruck,297,67413.52,120.9,490.8,26.66,305
2024,7,Rest of World,Model 3,1995,37142.16,69.5,472.4,168.71,1978
2024,7,Rest of World,Model S,253,79241.37,95.5,561.7,26.06,246
2024,7,Rest of World,Model X,255,88508.25,99.0,508.2,22.59,248
2024,7,Rest of World,Model Y,3762,44463.64,77.9,440.7,259.98,3297
2024,8,Asia-Pacific,Cybertruck,1809,66067.84,120.1,479.7,150.92,1761
2024,8,Asia-Pacific,Model 3,10555,37171.29,70.7,475.9,785.34,9609
2024,8,Asia-Pacific,Model S,1394,77770.39,94.8,565.8,136.62,1284
2024,8,Asia-Pacific,Model X,1362,88479.45,100.9,508.5,106.05,1217
2024,8,Asia-Pacific,Model Y,21170,46270.93,77.6,453.2,1815.43,21258
2024,8,Europe,Cybertruck,1798,66067.84,120.1,479.7,166.6,1990
2024,8,Europe,Model 3,12634,37171.29,70.7,475.9,1014.9,11931
2024,8,Europe,Model S,1552,77770.39,94.8,565.8,160.23,1646
2024,8,Europe,Model X,1574,88479.45,100.9,508.5,136.31,1549
2024,8,Europe,Model Y,23780,46270.93,77.6,453.2,1884.82,22506
2024,8,North America,Cybertruck,2620,66067.84,120.1,479.7,218.97,2505
2024,8,North America,Model 3,16677,37171.29,70.7,475.9,1454.0,16414
2024,8,North America,Model S,2377,77770.39,94.8,565.8,249.2,2333
2024,8,North America,Model X,2365,88479.45,100.9,508.5,230.23,2500
2024,8,North America,Model Y,33349,46270.93,77.6,453.2,2559.02,32778
2024,8,Rest of World,Cybertruck,432,66067.84,120.1,479.7,37.95,435
2024,8,Rest of World,Model 3,2447,37171.29,70.7,475.9,218.08,2607
2024,8,Rest of World,Model S,349,77770.39,94.8,565.8,33.63,338
2024,8,Rest of World,Model X,346,88479.45,100.9,508.5,29.92,343
2024,8,Rest of World,Model Y,4928,46270.93,77.6,453.2,432.93,5091
2024,9,Asia-Pacific,Cybertruck,2527,66272.93,121.1,494.6,222.38,2527
2024,9,Asia-Pacific,Model 3,14868,37197.22,70.4,469.2,1465.09,17199
2024,9,Asia-Pacific,Model S,2125,77858.51,94.3,578.1,234.88,2180
2024,9,Asia-Pacific,Model X,2167,89823.34,101.0,508.6,203.7,2340
2024,9,Asia-Pacific,Model Y,28649,46459.94,77.6,453.3,2138.88,27576
2024,9,Europe,Cybertruck,2702,66272.93,121.1,494.6,239.13,2610
2024,9,Europe,Model 3,15359,37197.22,70.4,469.2,1293.17,15400
2024,9,Europe,Model S,2291,77858.51,94.3,578.1,240.79,2245
2024,9,Europe,Model X,2296,89823.34,101.0,508.6,211.89,2302
2024,9,Europe,Model Y,29525,46459.94,77.6,453.3,2574.3,31912
2024,9,North America,Cybertruck,4066,66272.93,121.1,494.6,369.86,4085
2024,9,North America,Model 3,25254,37197.22,70.4,469.2,2008.04,23787
2024,9,North America,Model S,3069,77858.51,94.3,578.1,281.93,2787
2024,9,North America,Model X,2960,89823.34,101.0,508.6,268.85,3024
2024,9,North America,Model Y,43384,46459.94,77.6,453.3,3731.35,45381
2024,9,Rest of World,Cybertruck,621,66272.93,121.1,494.6,51.31,591
2024,9,Rest of World,Model 3,3247,37197.22,70.4,469.2,273.6,3391
2024,9,Rest of World,Model S,484,77858.51,94.3,578.1,50.54,499
2024,9,Rest of World,Model X,438,89823.34,101.0,508.6,42.58,467
2024,9,Rest of World,Model Y,6245,46459.94,77.6,453.3,514.96,6394
2024,10,Asia-Pacific,Cybertruck,1503,64554.51,120.2,483.2,131.82,1555
2024,10,Asia-Pacific,Model 3,8801,37083.9,69.9,478.9,758.64,8580
2024,10,Asia-Pacific,Model S,1164,81199.43,95.1,569.4,120.19,1131
2024,10,Asia-Pacific,Model X,1154,85551.88,100.5,496.0,104.22,1207
2024,10,Asia-Pacific,Model Y,16017,46843.82,77.9,441.1,1201.49,15259
2024,10,Europe,Cybertruck,1622,64554.51,120.2,483.2,130.5,1526
2024,10,Europe,Model 3,9105,37083.9,69.9,478.9,884.97,9864
2024,10,Europe,Model S,1170,81199.43,95.1,569.4,110.23,1117
2024,10,Europe,Model X,1169,85551.88,100.5,496.0,89.24,1009
2024,10,Europe,Model Y,16591,46843.82,77.9,441.1,1383.11,16808
2024,10,North America,Cybertruck,2205,64554.51,120.2,483.2,207.84,2299
2024,10,North America,Model 3,12580,37083.9,69.9,478.9,1094.56,12522
2024,10,North America,Model S,1808,81199.43,95.1,569.4,192.81,1877
2024,10,North America,Model X,1695,85551.88,100.5,496.0,151.9,1664
2024,10,North America,Model Y,26988,46843.82,77.9,441.1,2209.49,26866
